host_id;host_url;host_name;host_since;host_ville;host_pays;host_about;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count
529684;https://www.airbnb.com/users/show/529684;Suliane;40656;Biarritz;France;"En plein centre ville, j'habite dans la maison familiale que je pilote comme un gros navire! 
Heureuse de vous accueillir, je vous confie les clés et vous donne infos et conseils si vous le souhaitez...
Livres, wifi, musique sont à votre disposition pour buller à la maison...
plages, surf, shopping - tout est à côté et c'est royal!
Mon site internet vous éclairera , villa etxe gorria...

My family house is situated in the very heart of Biarritz, an oasis in the city.
Walking distance to the beach, to the indoor market, shops, restaurants and nightlife.
All the rooms are tastefully decorated and filled with books, music, wifi.
You can even get your breakfast on the outdoor patio.
Visit my website for a glimpse ! See you soon ;-) 
";within a day;1;0,89;1;5;5
1031250;https://www.airbnb.com/users/show/1031250;Laurence;40783;Biarritz;France;"De nature gaie et curieuse, j'ai eu l'occasion grâce à mon ex travail (styliste) de beaucoup voyager,  découvrir le monde...échanger appartements, bon plans et impressions!...antinomiquement, j'aime bien aussi ne rien faire, genre ""carpe diem"" tranquille, me poser sur un rocher et prendre des photos et rester cloitrée ""at home"", oui, j aime ma maison, sa déco... Bien sûr ne pas oublier les amis et les apéros endiablés!";;;1;0;1;3
1673093;https://www.airbnb.com/users/show/1673093;Sonia;40938;Buenos Aires;Argentina;"J'ai grandi dans ce petit coin de France, à 2 pas de l'Espagne. 
Le pays Basque est une terre à l'identité forte et aux paysage somptueux à qui prend le temps de la découvrir et de se laisser séduire.....
";within a few hours;1;0,68;1;1;1
1784503;https://www.airbnb.com/users/show/1784503;Eric;40960;Anglet;France;"Bonjour,

Vous voulez séjourner sur Anglet /Biarritz / Bayonne comme un vrai Basque ?

Pour avoir beaucoup voyagé et vécu à l'étranger, je sais que vous ne recherchez pas seulement un logement confortable mais également une expérience authentique à  vivre.

C'est pourquoi, je vous propose de découvrir autrement la Côte Basque, de vous faire partager l'esprit convivial du Sud-Ouest. 

Je ne manquerai pas de partager avec vous mes conseils, mes coups de cœur et mes bons plans pour vous garantir de magnifiques vacances dans notre belle région du Pays Basque.

Et si vous souhaitez profiter de votre séjour pour expérimenter quelques activités sportives ou bien-être, je pourrai vous proposer des partenariats locaux : SURF, STAND-UP-PADDLE, PIROGUE, GOLF, RANDONNÉES VÉLOS ou THALASSO.

Alors n'hésitez pas et venez me rendre visite pour quelques jours, une semaine ou quinze jours ... vous n'aurez pas assez de temps pour tout visiter !!!

Un dernier conseil : le Pays Basque authentique se découvre encore mieux Hors-Saison que ce soit au printemps (avril / mai / juin) ou durant l'été indien (septembre / octobre). Vous profiterez du Pays Basque sans être gêné par la foule touristique mais toujours avec des températures douces.
 Pensez-y ... vous ne le regretterez pas !!!

Alors à bientôt au Pays Basque

----------------------------------------------------------------------------------------------------

You want to stay in Anglet /Biarritz / Bayonne LIKE a true BASQUE ?

For having traveled and lived abroad, I know that you are not only looking for a comfortable ACCOMMODATION but also for an AUTHENTIC EXPERIENCE to live.

That's the reason why, I offer you to discover the Basque Coast differently, to share with you the CONVIVIAL SPIRIT of the region.

I will share with you my helpful TIPS, advice you on the finest LOCAL ADDRESSES and my FAVORITE PLACES to guarantee you  nice holidays in our beautiful region of the Basque Country.

And if you want to make the most of your stay to experience some OUTDOOR sport ACTIVITIES or a WELLNESS program, I can offer you LOCAL PARTNERSHIPS such as : SURFING courses, STAND-UP-PADDLE or KAYAK excursion, GOLF training, BICYCLE tours or THALASSO SPA program.

So don't hesitate anymore and come visit me for a few days, a week or a fortnight stays ... anyway, you won't have enough time to visit everything !!!

A FINAL TIP : 
The genuine Basque Country is even better OFF-SEASON in the shoulder months, whether during SPRING season (April / May / June) or during the INDIAN SUMMER (September / October). You will enjoy the Basque Country without being bothered by the crowd of tourists but always with mild temperatures.
Think about it... you won't regret it !!!

So see you soon in the Basque Country

ERIC";within an hour;1;1;1;10;17
1806320;https://www.airbnb.com/users/show/1806320;Lili;40964;Guéthary;France;"Bonjour, je m'apelle Lili , je serai ravie de vous accueillir et de vous faire découvrir Guéthary à pied.
Cette région n'a pas de secrets pour moi et je vous souhaite la bienvenue!

A très bientôt. ";within an hour;1;0,75;0;1;1
1860152;https://www.airbnb.com/users/show/1860152;Daniel;40973;Jouy-en-Josas;France;"Ma famille est ma grande passion!!

J'aime les voyages, la musique, les animaux et les livres mais aussi la nature ....
j' aime mes amis 
j ' aime les gens.
j' aime faire du bien , faire du bien me fait du bien !!
j'aime boire un verre l'été sous les tilleuls...


";within a few hours;1;0,86;0;2;2
1765616;https://www.airbnb.com/users/show/1765616;Guillaume;40956;Bidart;France;"Voyager c'est vivre, découvrir, partager...Il n'y a rien de mieux que de loger d'un appart, chambre ou maison car c'est comme si on été le temps d'un séjour un habitant du pays ...
J'ai fait quelques voyages, visité quelques villes et pays comme l'Afrique du sud (cap town, johannesburg, la parc kruger), le qatar, la canada (quebec, Montréal), Londres, Barcelone, cracovie, pragues, grenade, bilbao, san sebastian, les Etats unis (New york, la floride, orlando , anna maria island,...) Rome, la turquie, les iles canaries, la réunion, l'ile maurice, Paris...

Mes rêves sont San francisco, la californie, l'argentine, la tanzanie, la nouvelle zélande, l'australie, l'indonesie...  ";within an hour;1;0;0;1;5
2319191;https://www.airbnb.com/users/show/2319191;Gene;41037;Saint-Jean-de-Luz;France;"Je propose un appartement propre et confortable j'espère que  mes hôtes y passeront un séjour agréable
Si je ne suis pas joignable, vous pouvez essayer sur le portable de mon fils Guilhem (Tel 0625660191).
If you have a problem you can call my son Guilhem +33 625660191
Si no cojo el telefono, llame a mi hijo Guilhem al +33625660191.";within a few hours;1;0,7;1;1;2
2417648;https://www.airbnb.com/users/show/2417648;Ascen;41049;;;Hola, soy Ascen soy de Vitoria. Me gusta la naturaleza, el senderismo y la vida natural.;within an hour;1;0,86;1;1;1
2532320;https://www.airbnb.com/users/show/2532320;Chantal;41063;Bidart;France;"Grande sportive, Périgourdine d'origine j'ai découvert le pays basque il y a presque 20 ans, et suis tombée amoureuse de la région! j'ai acheté mon petit coin de paradis il y a vingt ans et en prends grand soin. Je suis pharmacienne retraitée dans la région et je profite surtout des activités sportives (je suis une grande nageuse, l'océan n'a pas de secrets pour moi) et des balades que m'offre cette belle région et sa bonne gastronomie! Je parle anglais et espagnol couramment, j'adore les voyages, l'océan, les balades en montagne et le cinéma. Je vous aiderai à découvrir la région, profiter de ses merveilles, loin des sentiers touristiques battus et des restaurants attrapes touristes. Ici, même quand il ne fait pas beau il y a de magnifiques choses à voir. 
";within a few hours;1;0,67;0;1;1
1547905;https://www.airbnb.com/users/show/1547905;Regine;40906;Biarritz;France;"Nous sommes un couple à la retraite, avec deux grands enfants adultes. Biarritz est ma ville natale. Nous aimons beaucoup la randonnée en montagne, les voyages, la gastronomie et les sorties culturelles. Nous avons mené nos vies professionnelles dans des endroits diversifiés en France et Outre-mer et adorons découvrir  de nouveaux paysages et de nouvelles cultures.

We are a retired couple with two grown up children. Biarritz is my native town. We are still very active. Our interests are hiking in the mountains as well as fine food or cinema or visiting museums. We moved a lot in our professional life either in Mainland France or overseas (New Caledonia). We love discovering new cultures and ways of life.";within a few hours;1;0,44;0;1;1
2613471;https://www.airbnb.com/users/show/2613471;Constance;41072;Paris;France;"Louons grand appartement familial dans hotel particulier basque des années 1870.

Idéalement situé, très calme, vue imprenable sur la baie de Biarritz, appartement de charme avec confort moderne. Les sorties plage et loisirs se font à pied. Dégressif sur plusieurs semaines.

Très accessible à la fois de Biarritz ou d'Anglet : maison  en haut de l'avenue de l'Impératrice qui fait l'angle avec la route du phare, lequel sera donc votre repère pour arriver à la maison !

Courses à pied chez les maraîchers et traiteurs du quartier Saint Charles pour trouver les excellents produits frais du pays basque. Sinon pour le reste, Leclerc à 5 mn en voiture à Anglet.
";within an hour;1;0,64;0;2;3
3070456;https://www.airbnb.com/users/show/3070456;Cecile Et Hugo;41117;;;"Bonjour 

C'est avec plaisir que nous vous acceuillons chez nous , dans notre lieu de vie ... et serons ravis de vous donner des conseils et nos bonnes adresses afin d'en profiter au maximum. 

L'essentiel est de découvrir une ville en s'y sentant comme ""à la maison""

Au plaisir de vous recevoir chez nous !!

à très bientôt !

Cécile & Hugo

";;;;0;2;3
3109965;https://www.airbnb.com/users/show/3109965;Bernard;41121;Paris;France;Acceuilir comme on aimerait être accueillit...;;;1;0;1;3
2361360;https://www.airbnb.com/users/show/2361360;Marguerite;41042;Bayonne;France;;within a day;1;0,71;0;1;1
3348817;https://www.airbnb.com/users/show/3348817;Pascoe;41144;Labenne;France;Father of Twins, Surfer, Drummer, Husband, Media Business Owner, Vegetable grower, keeper of chickens!;within an hour;1;0,99;0;1;3
7059514;https://www.airbnb.com/users/show/7059514;Pierre;41448;Bidart;France;;;;;0;1;1
3357149;https://www.airbnb.com/users/show/3357149;Marie;41145;Saint-Jean-de-Luz;France;"Demeurant à Saint jean de Luz depuis de nombreuses années, je pourrai vous indiquer les meilleures adresses de notre belle région
";within a day;1;0,56;0;2;2
3364315;https://www.airbnb.com/users/show/3364315;Dana;41145;Vancouver;Canada;Love life! My husband and I have created wonderful little niche in our lives. We live in France 4 months ~ winter, and in the spring~summer, we run an air taxi service outside Vancouver. France has inspired me to paint, paint and paint to capture the essence of St Jean de Luz, while Greg goes hiking in the Pyrenees! We hike to Spain (2 1/2 hours) along the beach regularly, or up to Biarritz (3 hours). Life is good! And we've created our apt to give you the very best of this wonderful little hideaway!;within an hour;1;1;0;1;1
7067391;https://www.airbnb.com/users/show/7067391;Elisabeth;41448;Biarritz;France;Bonjour, je m’appelle Élisabeth et mon pays de cœur est le pays Basque. J'aime son océan et ses vagues, sa nature verdoyante et l'esprit qui le caractérise. Vous vous sentirez tout aussi bien dans mon mignon petit appartement à deux pas de l'océan !!;;;;0;1;1
3366179;https://www.airbnb.com/users/show/3366179;Maïté;41146;Biarritz;France;"Bonjour,
Je suis la 5ème génération à hériter de ce bien de famille au cœur de Biarritz et viens de le rénover entièrement pour proposer des appartements avec un confort thermique et un aménagement moderne. 
";within a day;0,86;0,68;0;2;5
5809243;https://www.airbnb.com/users/show/5809243;Nicole;41371;Toulouse;France;Cette région a toujours été pour moi un coin de paradis été comme hiver même si l'eau n'est pas forcement mon élément naturel . Etant prof de physique et chimie à la retraite j' aime  beaucoup voyager ,l'Asie de préférence . Peindre et chanter apportent également du bien être mais rien n'égale malgré tout  les journées passées avec mes petits enfants.   ;within an hour;1;1;1;1;1
3412493;https://www.airbnb.com/users/show/3412493;Françoise;41150;Biarritz;France;"Je fais mon possible pour être  une hôtesse  attentionnée afin de  vous guider dans votre découverte de la ville de Biarritz et du pays basque.
Jaime :
-  rencontrer des personnes de cultures différentes 
- l'art contemporain (et notamment la danse) 
- voir l'océan par  tous les temps,  je fais de longues promenades sur la côte avec Henza, ma toute petite chienne.
-  lire , suivre l'actualité, recevoir mes amis.
J'ai 2 grands  garçons (26 et 23 ans) qui ne vivent pas ici mais  viennent surfer à Biarritz dès qu' ils le peuvent. 
Quand les personnes  qui séjournent ici se sentent ""comme à la maison"" je suis ravie ! et Henza a toujours le bon feeling avec mes voyageurs !
 ";within an hour;1;0;0;1;2
3462574;https://www.airbnb.com/users/show/3462574;Monique;41155;Bidart;France;"Je suis de Bidart, au Sud de la France, proche de la frontière espagnole.
Je pense être aimable, et surtout disponible et prête à rendre service de manière à ce que le séjour de mes hotes soit agréable";within an hour;1;1;0;3;3
3809993;https://www.airbnb.com/users/show/3809993;Frédérique;41191;Anglet;France;"
Je suis particulièrement  à l'écoute de mes clients et dans le respect ....attentive à tous leurs besoins pour des vacances en bord de mer réussies.....
";within a few hours;1;0,86;0;3;4
7107205;https://www.airbnb.com/users/show/7107205;Françoise;41450;Biarritz;France;"Je suis originaire de Biarritz,j'aime lire,écouter de la musique et me ballader sur le sable,surtout l'hiver.
";within a day;1;0,71;1;1;1
1443597;https://www.airbnb.com/users/show/1443597;Remigio;40873;Biarritz;France;Lives in Biarritz;within an hour;1;0,98;1;1;1
3811485;https://www.airbnb.com/users/show/3811485;Marie Helene;41191;Biarritz;France;"Professeur d'anglais à la retraite et passionnée de culture, d'histoire et de géographie, je vous invite à venir (re)découvrir Biarritz et le Pays Basque.
Bienvenue!";;;0,73;1;2;4
6598885;https://www.airbnb.com/users/show/6598885;Sabine;41421;Biarritz;France;"Mère de 3 enfants âgés de 26, 24 et 18 ans, j'aime le contact et rencontrer des personnes qui enrichissent mon quotidien.
Ma maison est toujours ouverte à la convivialité donc il s'agit d'une maison vivante et active.";;;1;0;2;5
3866257;https://www.airbnb.com/users/show/3866257;Pierre;41196;Biarritz;France;je suis de Biarritz ;within a day;1;0,33;0;1;1
7281385;https://www.airbnb.com/users/show/7281385;Xavier;41459;Biarritz;France;;within a few hours;1;0,6;0;6;6
7287684;https://www.airbnb.com/users/show/7287684;Elisabeth;41459;Urrugne;France;Vivre et profitez du présent;;;;0;1;1
6862888;https://www.airbnb.com/users/show/6862888;Monica;41436;Bidart;France;travel around the world, even at home!;within a day;1;0,45;0;2;2
3899844;https://www.airbnb.com/users/show/3899844;Anne Marie;41199;Labastide-Monréjeau;France;Bonjour, je m'appelle Anne Marie, je suis retraitée de l' Education Nationale, j' aime voyager et rencontrer des gens de tous horizons, je parle l'anglais et l'espagnol.;within an hour;1;1;0;1;1
7522405;https://www.airbnb.com/users/show/7522405;Herve;41471;Brighton;United Kingdom;"My Name is Hervé Guyat, I am the owner of two boutique hotels in Brighton www.newsteinehotel.com and www.gullivershotel.com
I am passionate about hotels, B&B and other type of accommodation. I love travelling and where ever I stay I always try to get some new ideas for my hotels. It is for this reason that I decided to refurbish this flat which is my holiday home in Biarritz south of France. Biarritz is also my birth place which I love hence why I have put together a bible inside the flat with some tips on what to do and where to go. I hope you will enjoy the comfort and the way I decorated it. 
I look forward to hosting you here, Hervé
";within a few hours;1;0,87;0;1;1
3973708;https://www.airbnb.com/users/show/3973708;Alexandra;41207;Biarritz;France;Bonjour, je m'appelle Alexandra;within an hour;0,78;0,21;0;10;21
4058826;https://www.airbnb.com/users/show/4058826;Suzie;41217;Bordeaux;France;"Je suis née et j'ai grandi à Bidart au Pays Basque. Je vous invite à découvrir cette région à la Villa Arbola à Bidart. 

Les plages, les montagnes, le surf, le golf, les randos, les barbecues entre amis... Le Pays Basque ce n'est pas qu'un lieu de vacances, c'est un art de vivre ! Je m'engage à vous le faire découvrir et vous ne pourrez plus le quitter !

Je vis autour du voyage et la Villa Arbola le reflète. Je vous accueille chez moi comme j'aimerais être accueillie chez vous ! ";within a day;1;0,75;0;2;3
4065779;https://www.airbnb.com/users/show/4065779;Maryse;41218;;;"Merci de votre demande.
Je vous souhaite un excellent séjour dans notre belle région.";;;;0;1;1
7276847;https://www.airbnb.com/users/show/7276847;Jean-Michel;41459;Biarritz;France;;within a few hours;1;1;0;1;1
4121972;https://www.airbnb.com/users/show/4121972;Thérèse;41224;;;;within a day;1;1;0;1;1
4131882;https://www.airbnb.com/users/show/4131882;Pascal;41225;Saint-Jean-de-Luz;France;"J'aime à rencontrer de nouvelles personnes. Partager, découvrir, échanger sont les maîtres mots de mon quotidien. 
Je gère une entreprise dédiée aux loisirs, sports freestyle (Terre 2 Glisse).
Je termine en autre la construction d'un voilier de 13 m pour un projet Européen : ""Le FAIRS"" qui initie des projets comme le Pôle 64 à Hendaye.
En résumé... je suis un addict du Vivant ;-)";within an hour;1;1;0;1;1
8114485;https://www.airbnb.com/users/show/8114485;Mabel;41498;;;Passionnée par le sport - voyages;within a day;1;0,5;0;1;1
4146742;https://www.airbnb.com/users/show/4146742;Marie Noelle;41227;Itxassou;France;Nous sommes une famille d' une cinquantaine d' années avec 2 filles de 21 et 18 ans qui aimons la nature, la montagne, les randonnées ;within an hour;1;0,45;0;2;3
8295234;https://www.airbnb.com/users/show/8295234;Clemence;41507;Boucau;France;HI, My name is Clemence, I'm from France, work as a freelance video operator for french television, love to travel and meet poeple.;within a day;1;0,6;0;2;2
4155851;https://www.airbnb.com/users/show/4155851;Marie;41228;;;"Sur la photo Nina 
Mario sicilien, 
Marie originaire du sud-ouest, 
Nous sommes prof d'EPS tous les deux.
Nous aimons voyager, découvrir d'autres paysages et d'autres modes de vie.
Nous aimons le sud ouest, Bordeaux, Biarritz et seront heureux de vous faire partager cela.
Nous parlons Français, Italien et à peu près Anglais.
";within an hour;1;0,95;1;2;3
8340163;https://www.airbnb.com/users/show/8340163;Jean Luc;41509;Guéthary;France;"Très attaché à ce superbe pays basque , j'aime en faire découvrir  ses mystères , ses imprévus, ses différents lieux ( Ah!...les txiringuitos de la côte...) et ses nombreux évènements festifs ou conviviaux tout autant traditionnels que classiques ..ou plus contemporains: de Bayonne à Bilbao ,ce n'est pas ce qui manque. C'est ainsi que j'aime aussi voyager ( Europe, Amérique, Asie)  et découvrir: sans préjugés, avec un goût pour l'éclectisme ( musiques, gastronomies , randonnées, sports ), la rencontre, voire même la discussion.
Ici nous accueillons cordialement le ""passager"" non pas comme un étranger mais comme un hôte qui a choisi de nous faire confiance et de profiter simplement de notre hospitalité :nous aimons beaucoup passer un bon moment autour d'un ""txakoli"" ( vino verde à la manière basque) à l'heure de l'apéritif sur la terrasse ou dans note salon , expliquer ce qui vaut le coup d’œil ..ou ""le coup d'oreille"" :=) , en bref partager des coups de cœur..
";;;1;0;2;2
4165545;https://www.airbnb.com/users/show/4165545;Vanessa;41229;Biarritz;France;"Renaud est chanteur, compositeur, sound désigner et dessinateur. Vanessa  est une voyageuse dans l'âme animée par l'amour du beau. 
Elle partage sa vie professionnelle entre ses projets de décoration et d'aménagement intérieur et le mannequinat .
Biarritz est un retour aux sources nécessaire pour combler nos aspirations de calme, de sérénité  et de  nature. Le surf et la famille sont indispensables à notre équilibre  :-)
Nous avons décoré cet appartement avec soin pour le rendre chaleureux  et accueillant pour tous ceux qui sont sensibles à cette  atmosphère paisible. Nous avons deux enfants et c'est pourquoi nous laissons les jeux et livres car on sait bien que les enfants invités vont se sentir tout de suite à l'aise !
Happy mood is our moto ";within a day;1;0,94;1;1;2
8344147;https://www.airbnb.com/users/show/8344147;Evelyne;41509;Anglet;France;"Je vis à Anglet depuis ma naissance, je suis mariée et mère de 3 enfants.
J'adore les balades au bord de la mer, la plage et les voyages au soleil surtout l'hiver.
Je suis passionnée également par la bonne cuisine et le bon vin.
Je pourrais vous donner de bonnes adresses pour vous régaler dans notre belle région.
";a few days or more;0;1;0;2;2
8505152;https://www.airbnb.com/users/show/8505152;Laurent;41515;Bordeaux;France;Bordeaux, France;a few days or more;0,29;0,13;0;1;1
4179343;https://www.airbnb.com/users/show/4179343;Isabelle;41231;Anglet;France;l;a few days or more;0;0,96;0;3;4
8798687;https://www.airbnb.com/users/show/8798687;Claire;41529;Saint-Jean-de-Luz;France;;within a few hours;0,67;0,77;0;1;1
8899501;https://www.airbnb.com/users/show/8899501;Aurélie;41534;Saint-Orens-de-Gameville;France;;;;;0;1;1
4202933;https://www.airbnb.com/users/show/4202933;Emmanuelle;41233;Anglet;France;"j 'adore les voyage
les restaurants 
cinéma
sport
soirée entre amis";within a few hours;1;0,46;0;2;2
4247469;https://www.airbnb.com/users/show/4247469;Serge;41239;Saint-Jean-Pied-de-Port;France;;within an hour;1;0,8;1;1;1
10278467;https://www.airbnb.com/users/show/10278467;Sylvie;41604;;;;within a few hours;1;0,77;1;2;2
9145581;https://www.airbnb.com/users/show/9145581;Isabelle;41547;Saint-Pée-sur-Nivelle;France;"J'aime la céramique, l'illustration, la déco et les voyages les plus loin possible, ville ou campagne peu importe pourvu que je sois ailleurs. J'ai une affection particulière pour le Japon.
J'aime chiner, découvrir l'objet le plus inutile possible mais indispensable pour moi, des objets qui me racontent une histoire .
";;;;0;1;2
4434539;https://www.airbnb.com/users/show/4434539;Antoine;41261;Paris;France;Un appartement en plein centre ville, complétement rénové et équipé.;a few days or more;0,3;0,28;0;2;2
9158787;https://www.airbnb.com/users/show/9158787;Thomas;41548;Bayonne;France;"Amoureux du voyage et des rencontres humaines.
Je vous propose un charmant appartement au cœur de Biarritz et un authentique appartement au centre de Pau. 
Venez découvrir les charmes du sud ouest…
Amis motards, je peux vous faire découvrir quelques virages ! ";within an hour;1;0,99;0;2;4
9243643;https://www.airbnb.com/users/show/9243643;Jean-Michel;41552;Bordeaux;France;Originaire du pays Basque;within a day;0,7;0,25;0;2;2
369229180;https://www.airbnb.com/users/show/369229180;WeHost;44099;Biarritz;France;;within an hour;1;0,96;0;42;45
2143236;https://www.airbnb.com/users/show/2143236;Anne;41014;Biarritz;France;We are a family originally from Biarritz and we live in an authenticate old Basque farm in Bidart.;within an hour;1;0,91;1;1;1
87426;https://www.airbnb.com/users/show/87426;Muriel;40239;Guéthary;France;Aime voyager et échanger.;within an hour;1;0,87;0;1;1
4577681;https://www.airbnb.com/users/show/4577681;Bernard;41277;Biarritz;France;Bonjour  je loue ma propre  maison . .. cela me permet  de partir  visiter d'autres  pays ! !!;within a few hours;1;1;0;1;10
9555474;https://www.airbnb.com/users/show/9555474;Anne;41568;Arbonne;France;Bienvenue à la maison, à Sansoenia. La maison est ouverte sur la campagne, à dix minutes de la mer, dans les collines au Sud de Biarritz, près de tout (et des bons petits restaurants)...par les petites routes. On y écoute et joue beaucoup de piano. Ma deuxième activité, c'est organiser avec une consoeur belge des expositions de sculpture,et à l'international et je vous accueille en anglais et en allemand si besoin. A bientôt, au plaisir de vous accueillir.;;;;0;1;1
4627023;https://www.airbnb.com/users/show/4627023;Annie;41282;;;Nous acceptons la location de notre appartement;within an hour;1;0,71;1;1;1
4236952;https://www.airbnb.com/users/show/4236952;Catherine;41238;Halsou;France;"Nous sommes Cathy et Patrick 
Nous sommes jeunes retraités et nous aimons recevoir. Nous serons ravis de vous accueillir dans notre coin de paradis au pays basque. ";within a few hours;1;0,8;0;4;5
4664827;https://www.airbnb.com/users/show/4664827;Dominique Et Philippe;41285;Biarritz;France;"Je vous accueille avec plaisir chez moi 
Je suis passionnée par la cuisine et les voyages. 
J'ai pas mal crapahuté à travers le monde. 

A biarritz, je pourrai vous conseiller pour vos sorties dans la régions et pour les golfeurs, vous aider à choisir le meilleur parcours du coin pour vous détendre. 

Notre  Labrador vous fera la fête tous les matin au petit déjeuner
il est particulièrement sage.";;;;0;1;1
4685558;https://www.airbnb.com/users/show/4685558;Laurence Et Benoît;41287;Versailles;France;"Résidant en région parisienne, nous sommes les heureux propriétaires d'une maison de famille sur la côte basque.
Il y a 20 ans, fière de mes origines basquaises, je fais découvrir la région à mon mari qui tombe aussitôt sous le charme. Il se convertit à l'axoa, au surf, au piment d'Espelette et déguste l'ardi gasna avec sa confiture de cerises noires... Le BO (Biarritz Olympique) devient son équipe fétiche et Aguilera ou la côte des Basques ses repères! 
Si vous souhaitez connaître le sens des mots qui vous ont échappés, les spécialités culinaires locales et l'incroyable beauté de nos paysages, n'hésitez plus, venez chez nous!

We live in Paris and we are the proud owners of a family house on the Basque coast.
20 years ago, proud of my Basque origins, I did discover the area to my husband who immediately falls in love. He converts to axoa, surfing, Espelette pepper and tastes the ""Ardi Gasna"" with its black cherry jam ... BO (Biarritz Olympique) becomes his favorite team and Aguilera or Côte des Basques his favorite places to go!
If you want to know the meaning of words that you didn't get, the local culinary specialties and the incredible beauty of our landscapes, do not hesitate, come to us!
";within an hour;1;0,85;0;1;1
4727084;https://www.airbnb.com/users/show/4727084;Erik, Tomas & Tobias;41290;Gothenburg;Sweden;"We are three friends from Sweden who love surfing and skiing. After many trips to Biarritz we finally decided to buy a place so that we could keep coming back, for the surf and the laid-back atmosphere. 

Being an old stone house from the turn of the last century we knew the property had huge charm and potential when be bought it, but it needed a serious renovation to become the dream house we wanted. After one year of renovation we really believe we and our excellent renovation team did very well. We hope to continue develop the property and all ideas and tips are welcome. We hope that you will like the apartments as much as we do.

Tomas and Tobias, being engineers, have focused on getting the apartments well organized, well equipped and clean - while Erik has ensured that the apartments have the right Basque/Scandinavian feeling. Since we all have families and young children, as well as enjoy cooking, the apartments are stocked with items for families, and the kitchens have everything you need, at least if you are not a professional cook :)

Helping us on site (when we are not here) is Sophia, a French/Swedish wonder woman who makes all our guest feel like at home!

We look forward to hosting and meeting you!";within a few hours;1;0,95;0;5;6
4723817;https://www.airbnb.com/users/show/4723817;Marilia;41290;;;"Bonjour!

Nous sommes une famille de 5 personnes, nous les parents et les 3 enfants. Nous aimons voyager, en France et beaucoup à l'étranger, écouter de la musique et danser, bouquiner au calme, et nous amuser, ensemble et avec les autres. Nous aimons beaucoup airbnb qui nous permet de rencontrer des gens d'horizons et d'origines différents. Nous nous faisons fort pour autant de respecter l'intimité et la tranquillité de nos hôtes durant leur séjour chez nous. Nous nous montrons également disponibles pour donner des conseils de visites, restaurants, ballades.";within an hour;1;0,91;0;1;1
9686524;https://www.airbnb.com/users/show/9686524;Celine;41575;Anglet;France;"""Jeune"" retraitée, je loue cet appartement qui est ma résidence secondaire afin de me rapprocher de mes enfants et de mes petits-enfants. J'ai pensé qu'il serait judicieux de le mettre à la disposition de vacanciers respectueux, amoureux de la nature, à la recherche d'un lieu agréable et proche des plages pour les vacances. Si vous vous reconnaissez dans ce descriptif, alors contactez moi pour vos prochains séjours sur la Côte Basque ! ";within an hour;1;0,73;0;1;1
4902721;https://www.airbnb.com/users/show/4902721;William;41304;Biarritz;France;bonjour, logement sur Biarritz dans une résidence de tourisme, emplacement de 1er choix!;within a few hours;1;0,96;1;2;5
4929083;https://www.airbnb.com/users/show/4929083;Ashleigh;41306;Saint-Jean-de-Luz;France;"Hello,

I'm actually English but also I speak French also.  I've lived in the region for over 16 years and I'd love to help you discover it too! 

If you have any questions, please do not hesitate to contact me.";within an hour;1;0,98;0;4;7
9842757;https://www.airbnb.com/users/show/9842757;Catherine;41584;Biarritz;France;je suis une fan de voyages j aime les balades en montagne le surf et le rugby, le golf;within an hour;1;0,81;1;6;6
1856456;https://www.airbnb.com/users/show/1856456;Béatrice;40972;Arcangues;France;"Je m'appelle Béatrice mais tout le monde m'appelle Bty.

Tout mon entourage connait ma passion sans limite pour l'océan avec qui je flirte (lorsque la marée le permet) tout au long de l'année. 
Nos plages de la côte basque sont si belles....
Comment ne pas savourer ce don de la nature !

J'aime aussi beaucoup le sport raisonné, la décoration et d'une manière générale tout ce qui est ""beau"". 

Outre le Français (ma langue naturelle) je parle aussi l'Anglais, l'Espagnol, le Catalan et je comprends à peu près l'Italien.";;;0,71;1;1;2
4973481;https://www.airbnb.com/users/show/4973481;Joseph;41310;;;je suis un épicurien, sportif (course à pied), et j'ai une passion, la photo!;;;0;0;1;1
4973797;https://www.airbnb.com/users/show/4973797;Virginie;41310;Bordeaux;France;"j'habite la banlieue bordelaise. Je suis une amoureuse inconditionnelle du Pays Basque depuis mon enfance.
J'adore voyager et découvrir de nouvelles contrées, cultures....";;;0,96;0;2;3
10165648;https://www.airbnb.com/users/show/10165648;Maïté;41599;Toulouse;France;;within a day;0,67;0,5;0;1;1
5005795;https://www.airbnb.com/users/show/5005795;Nicolas;41312;Anglet;France;je suis de Biarritz et serai ravi de vous aider à decouvrir ma région!;within an hour;1;1;1;1;1
10190366;https://www.airbnb.com/users/show/10190366;Virginia;41600;;;Je suis Virginia, je m'occupe de gérer la location pour ma mère qui parle plutôt l'espagnol. ;within a day;1;0,94;1;1;1
180427588;https://www.airbnb.com/users/show/180427588;Marianne;43184;Arbonne;France;;;;;0;1;3
